ZS [mg/l],T [oC],SiO2 [umol/L],SALNTT [DIMSLS],PO4 [umol/L],pH [DIMSLS],NO3 [umol/L],NO2 [umol/L],NH4 [umol/L],E [/m],CHLFa [ug/l]
118.16493390903173,2.5893546008283472,27.30954223686056,28.622806319730458,0.8421677445757426,7.921593387543225,28.89548117584671,1.2763294020447222,13.937943806933834,2.553030242728284,8.576006672419894
124.6373383005761,3.2075437382668097,28.050408894102482,29.110969560848332,0.5291146051443588,7.943326590357841,36.36194735384177,1.0222042144644534,12.638613649932623,3.4242288527238705,10.654153194307378
128.37566316478006,6.072325778531334,13.393447576229283,28.61917551071201,0.22691707780865933,8.063986712566075,33.497386621161674,0.890524599747165,5.529686350014724,3.761055270231291,23.23308852000217
99.55962995318825,9.930432930112183,3.510409248795109,30.651334944110182,-0.053270620316293094,8.270533102104425,4.303743397977502,0.09965516966636156,1.549955533799018,3.1414698593513317,29.722604822743758
107.43070687665775,14.1757048391598,5.014823054092872,31.634962664629708,0.16237598193831082,8.176632925487162,-1.3709412419439557,0.05145685443297615,1.6290216936364295,2.8619915496665964,24.600051703878602
119.09342897585987,16.995525428291906,7.5525009363422875,31.60692160558686,0.6084693704239601,8.125312472146174,-1.467084488906421,0.3795973956097367,4.784948927091339,3.5094748250813383,26.299369326402456
102.65734536647392,19.5263617699405,7.691719619544479,31.08690504773171,1.119782936752724,8.142260275021684,-2.4049248511037833,0.2560600337826837,2.9947674129841033,3.553350666100046,31.094570667582616
80.3978753864309,19.51031932412925,6.26228432245366,31.111579770121594,1.3414318753160948,8.123464971038532,-2.722765116243348,0.2405070311622277,3.4864412893970806,3.2501078436277453,26.404040919328
81.3072458481061,16.163250427881145,7.753821015968701,30.781891819178632,0.8209059769636005,8.049893844773395,-2.4727709408617766,0.4077586010932034,5.8039971728374535,2.405960844100391,23.57730753923444
71.46102739802164,12.465951967145287,10.260209173847878,30.266169018153235,0.5393494645634253,8.016353458028236,-0.6545997087142603,1.0419132601138585,12.115186787973297,2.601034607186615,17.63310395524478
96.76495398125404,8.106763467917837,15.66661716678436,30.35890276648857,0.5464298036209052,8.005094854046666,4.444219791165562,1.6312855902307868,19.767111797738227,2.4016228510638413,11.901423006188448
142.48144255470817,4.425791616763482,22.481180070806857,28.8579965689962,0.4242207223354589,7.968965230632686,16.152103384231346,1.9745026862820947,16.160548321153843,3.1707177554061623,11.394516111139103
149.22004724350873,2.8606997162068755,28.98963544793704,28.451712958942597,0.8219949454858095,7.90330865751033,30.915627466564427,1.3039596081342364,12.578395953052306,2.835114766314408,9.927400317074401
128.26833902137227,3.2887210032315033,28.382311910696814,29.120715218170428,0.4967180193266384,7.927372410497021,37.42952408230945,0.9628117094682717,12.118646742202417,3.2008654236577705,10.91050768767149
123.24717145536701,6.100020256667871,12.84977550618866,28.604163997971305,0.21220047848353082,8.045215257914442,32.91939988280083,0.8484876911597385,5.2101311205779535,3.9444885269852614,23.190533997170967
91.13211334489078,9.938383035312873,3.465461686635539,30.705061834908086,-0.11212116925303907,8.269200957055157,4.335344650014337,0.11533973574593942,1.6161279519096745,3.2820667310882574,30.431831869221
108.2304931062938,14.173530445893272,5.1071518364612984,31.689149702396968,0.11706766841716645,8.174892524616032,-1.6864698077531193,0.033551799726831706,1.5753064674640607,2.950774471717292,25.087336474492556
120.13375854219454,17.002107600173325,8.845674987033977,31.606968937407967,0.5453073795149432,8.137300085678088,-1.5659280278528114,0.5668965020522092,5.244206341229531,3.4314398091208167,26.60255201468034
92.13172964200092,19.5244842122408,7.471679322888869,31.03205426960685,1.0669348192426535,8.146511957530846,-2.7112189785414054,0.20302799079801928,2.9330836819104458,3.731254371494427,31.762011129066543
76.51266027033165,19.51763125169305,6.478999249685433,31.067399846505374,1.3285608107251745,8.137933874642805,-2.9689863026198875,0.2369286119755362,3.6424630454135323,3.1885458673847245,26.617652830913002
73.22793906736243,16.167820621098766,7.402938175852811,30.758316488400766,0.7792014889581944,8.05630499274966,-2.741128553185924,0.4161073876447764,5.839258943307836,2.446773457667012,23.688624482352136
63.55586175458806,12.46367901742576,9.827920169892522,30.21080250472446,0.5035005384856087,8.017042364439527,-1.081848394998217,0.9347853557297576,11.75378466104466,2.7441572889558947,17.782618359940752
86.454746515942,8.114536896501612,15.992761075769645,30.35107628466685,0.47923998805892776,8.011911505685742,4.075968128303926,1.6450430916514434,20.4161539748395,2.5757456376227226,12.324775362993412
129.88107935218363,4.437214497304092,21.940652507566085,28.84261219518035,0.3780133839304308,7.965966658270867,15.304373726280474,1.9019247829996095,16.43453097743367,3.223464550932381,11.788672617706496
144.47120180898347,2.8697044048827833,28.82361369434956,28.46071504543173,0.7971754694802015,7.902858673315277,30.296622811340335,1.26130935491953,12.66684615128313,2.881782292176579,10.139085347812573
128.09822843871137,3.297146845349359,28.310898342597284,29.1342594591416,0.4705303920189833,7.927103791519412,36.87049592582428,0.9317137136293772,12.163234704022457,3.2027624782624655,11.0825717475242
124.53954743091593,6.108283304390263,12.839804737631574,28.617086410276674,0.18799169048759906,8.044727402823233,32.464025133368196,0.8150857374867112,5.244248983173905,3.98241792837139,23.351782859288896
92.97529525581243,9.946585984139013,3.4204933113488454,30.71971075759023,-0.14126966619600184,8.270070211009417,3.841561348918472,0.07427525516217748,1.6300941519975942,3.31620186430311,30.6202818686825
108.53308140214891,14.181702577441158,5.052550199882626,31.70381018264387,0.08943489129553298,8.17573000863775,-2.158386977226188,-0.0030536585449696344,1.5955359977426935,2.980320141952071,25.26775610624814
120.3961856136586,17.010306385063384,8.706804964186345,31.62026958444466,0.5156763228099025,8.139205869335877,-2.0514969000711964,0.5030501894138631,5.237636494811911,3.4462094443410325,26.77631042156269
94.32521073044882,19.532657247252928,7.438997944341388,31.04397603451292,1.038458146713789,8.147815739202402,-3.1837192767157023,0.1710856404947142,2.9537295150089986,3.768693987805774,31.94894919640369
77.59745788891111,19.525832257813715,6.415668911719941,31.079589632489313,1.3045585849439711,8.140032749689144,-3.4452712435041852,0.1984212926447145,3.6517352278291795,3.204774615531938,26.788170366874628
75.01298360748774,16.176013281881385,7.379438571406704,30.771023802308743,0.7519720713707679,8.057776821750185,-3.216019011707158,0.3760167316391565,5.854840024649732,2.4720701186469998,23.855440757695305
65.3118316329908,12.471850848933816,9.810133179916088,30.222711315847693,0.4769265068786168,8.018068894635439,-1.5467290585881464,0.9100242315317393,11.790088769247578,2.778516147714993,17.95081670482631
88.61226296704024,8.122739307346126,15.921751643800206,30.36417916422226,0.44915811555875956,8.01341489055401,3.6073707572486766,1.604234428695786,20.399669148681028,2.612850355960573,12.502881777094247
132.42096095758183,4.445428016412296,21.93046107461871,28.855525242294792,0.35027998311127573,7.966706232756952,14.86598251543528,1.8725771458303098,16.43764049442609,3.2498182918179546,11.965722660684465
145.7001914282025,2.8779105634576174,28.787141606396023,28.47424061006958,0.7718359132384396,7.903796576245176,29.843822375855062,1.227988821922242,12.679648494205203,2.9075975567907864,10.309533164917884
128.56275098271098,3.305351242021232,28.267787198534393,29.147899109595084,0.4450377049259798,7.9280558080992956,36.413917088755994,0.8968596183567936,12.178328554462338,3.2246121618509562,11.251585989338404
124.75989273865413,6.116487205545797,12.792381892719813,28.630710442188164,0.16272048573198103,8.045662358679927,32.0009163363919,0.7805374926382784,5.2598898260393305,4.0074592064795524,23.520405783073922
93.1036778236125,9.954789702364506,3.3755263963713986,30.733378154461086,-0.16709374974127725,8.271110775661041,3.3808722145652625,0.040744210833215,1.6467877840026346,3.340907062011762,30.789888990419126
108.91868198608489,14.189906201864499,5.008259291552001,31.717477869807407,0.06378045526375735,8.176768100986724,-2.6204536346678684,-0.037176638127784524,1.6119024127749448,3.0046188242321197,25.437072671330938
120.78849152881392,17.01851009061462,8.668427524566685,31.633903116521324,0.4897982285809905,8.140327095636074,-2.512703527273689,0.4725434335044226,5.255402997441048,3.469199327261966,26.945385968639787
94.39510723247773,19.540860874426247,7.393168798888361,31.057574933048794,1.012709257369814,8.148890118342806,-3.6457491982368553,0.13634363328522234,2.9700741810124827,3.7936918828012582,32.118501613056445
77.85246054732895,19.53403597012597,6.3719905332456905,31.09319526294138,1.2793104997422564,8.141169002157596,-3.90706274002658,0.16455078513537272,3.668674090758694,3.227893740571062,26.95712865199752
75.15107280981705,16.18421696879196,7.332965102070622,30.78464243156909,0.7263627815072099,8.058864278156534,-3.6778983578611495,0.3423564120882863,5.871449289945812,2.495992441464983,24.024265122935628
65.45477515039381,12.480054472443893,9.763258832286024,30.236309889021914,0.45139057133846255,8.019121698358349,-2.0092390020192337,0.8743289164892272,11.805615395450708,2.8032411620962936,18.119691076432005
88.68816413673727,8.130943023934107,15.878612139797529,30.377807728950394,0.42322956360170166,8.014504802604712,3.1450949590341484,1.5706694245742865,20.41795364246779,2.6378185870947677,12.672114644791586
132.43302231549026,4.453631766811799,21.883053714659553,28.869149038979703,0.3246142847341486,7.967736705889103,14.401803788889971,1.8374906904278738,16.454901315269797,3.2738342463511847,12.134917306513284
